IdAluno,IdTurma,IdPeriodo,IdSerie,AnoMesRefFeatures,AnoRefFeatures,DataRefFeaturesUltDia,TipoTurma,TurnoPrincipal,TotalVagas,IdDisciplina,DisciplinaRequerNota,DisciplinaCargaHorariaSemanal,DisciplinaStUsaNotaConceito,SexoTurma,IdProfessor,Sexo,EstadoCivil,CorRaca,StDeficienciaCegueira,StDeficienciaBaixaVisao,StDeficienciaSurdez,StDeficienciaAuditiva,StDeficienciaFisica,StDeficienciaSurdoCegueira,StDeficienciaMultipla,StDeficienciaMental,StDeficienciaAutismoInfantil,StDeficienciaSindromeAsperger,StDeficienciaSindromeRett,StDeficienciaTrastornoDesintegrativo,StDeficienciaAltasHabilidades,StAppComunicacao_Sincronizado,StRecursoAuxilioLedor,StRecursoAuxilioTranscricao,StRecursoGuiaInterprete,StRecursoTradutorInterpreteDeLibras,StRecursoLeituraLabial,StRecursoMaterialDidaticoProvaBraille,StRecursoProvaAmpliada,StRecursoProvaSuperampliada,StRecursoCdComAudio,StRecursoLinguaPortuguesaSegundaLingua,StRecursoProvaEmVideo,StPermiteUsoImagem,StEstrangeiro,TipoResponsavel,GrauParentescoResponsavel,Idade,QtdAulasFalta,QtdAulasJustificada,QtdAulasPresente,QtdAulasTotal,QtdAulasFaltaAcum,QtdAulasJustificadaAcum,QtdAulasPresenteAcum,QtdAulasTotalAcum,PercFalta,PercJustificada,PercPresente,PercFaltaAcum,PercJustificadaAcum,PercPresenteAcum,QtdTurmas,QtdDisciplinas,QtdAulasFaltaAnoMes,QtdAulasJustificadaAnoMes,QtdAulasPresenteAnoMes,QtdAulasTotalAnoMes,QtdAulasFaltaAnoMesAcum,QtdAulasJustificadaAnoMesAcum,QtdAulasPresenteAnoMesAcum,QtdAulasTotalAnoMesAcum,PercFaltaAnoMes,PercJustificadaAnoMes,PercPresenteAnoMes,PercFaltaAnoMesAcum,PercJustificadaAnoMesAcum,PercPresenteAnoMesAcum,QtdSeriesAAnoAnterior,QtdSeriesCAnoAnterior,QtdSeriesTotalAnoAnterior,QtdSeriesAAcumAnoAnterior,QtdSeriesCAcumAnoAnterior,QtdSeriesTotalAcumAnoAnterior,%SeriesAAnoAnterior,%SeriesCAnoAnterior,%SeriesAAcumAnoAnterior,%SeriesCAcumAnoAnterior, NotaMediaAnoAnterior,ProbabilidadeDesistente
88,106,4,29,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,4.0,14.0,1.0,3.0,18.0,28.0,1.0,7.0,36.0,0.7777777777777778,0.0555555555555555,0.1666666666666666,0.7777777777777778,0.0277777777777777,0.1944444444444444,,,,,,,,,,,,0.96192354
130,106,4,29,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,4.0,7.0,0.0,11.0,18.0,9.0,0.0,27.0,36.0,0.3888888888888889,0.0,0.6111111111111112,0.25,0.0,0.75,,,,,,,,,,,,0.10356016
582,106,4,29,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,17.0,,,,,,,,,,,,,,,1.0,4.0,6.0,0.0,12.0,18.0,13.0,2.0,21.0,36.0,0.3333333333333333,0.0,0.6666666666666666,0.3611111111111111,0.0555555555555555,0.5833333333333334,,,,,,,,,,,,0.03932346
20,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,19.0,,,,,,,,,,,,,,,1.0,2.0,10.0,0.0,0.0,10.0,15.0,0.0,1.0,16.0,1.0,0.0,0.0,0.9375,0.0,0.0625,,,,,,,,,,,,0.00864419
18,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,19.0,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,8.0,10.0,2.0,0.0,14.0,16.0,0.2,0.0,0.8,0.125,0.0,0.875,,,,,,,,,,,,0.0011956624
19,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,20.0,,,,,,,,,,,,,,,1.0,2.0,5.0,0.0,5.0,10.0,7.0,0.0,9.0,16.0,0.5,0.0,0.5,0.4375,0.0,0.5625,,,,,,,,,,,,0.0034384108
22,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,2.0,10.0,0.0,0.0,10.0,16.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.0019985037
34,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,2.0,10.0,0.0,0.0,10.0,16.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.0023477348
35,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,19.0,,,,,,,,,,,,,,,1.0,2.0,5.0,0.0,5.0,10.0,7.0,0.0,9.0,16.0,0.5,0.0,0.5,0.4375,0.0,0.5625,,,,,,,,,,,,0.0030558056
44,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,19.0,,,,,,,,,,,,,,,1.0,2.0,6.0,0.0,4.0,10.0,8.0,0.0,8.0,16.0,0.6,0.0,0.4,0.5,0.0,0.5,,,,,,,,,,,,0.008977152
45,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,20.0,,,,,,,,,,,,,,,1.0,2.0,10.0,0.0,0.0,10.0,16.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.006004356
46,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,19.0,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.00046214476
47,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,20.0,,,,,,,,,,,,,,,1.0,2.0,1.0,0.0,9.0,10.0,1.0,0.0,15.0,16.0,0.1,0.0,0.9,0.0625,0.0,0.9375,,,,,,,,,,,,0.00126948
48,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,19.0,,,,,,,,,,,,,,,1.0,2.0,4.0,0.0,6.0,10.0,5.0,0.0,11.0,16.0,0.4,0.0,0.6,0.3125,0.0,0.6875,,,,,,,,,,,,0.0010853942
49,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,2.0,7.0,0.0,3.0,10.0,9.0,0.0,7.0,16.0,0.7,0.0,0.3,0.5625,0.0,0.4375,,,,,,,,,,,,0.017851532
50,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,21.0,,,,,,,,,,,,,,,1.0,2.0,10.0,0.0,0.0,10.0,16.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.0022191796
86,113,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,20.0,,,,,,,,,,,,,,,1.0,2.0,10.0,0.0,0.0,10.0,16.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.0027982912
763,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,17.0,,,,,,,,,,,,,,,1.0,2.0,9.0,0.0,1.0,10.0,15.0,0.0,1.0,16.0,0.9,0.0,0.1,0.9375,0.0,0.0625,,,,,,,,,,,,0.04154849
764,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Outros,U,24.0,,,,,,,,,,,,,,,1.0,2.0,10.0,0.0,0.0,10.0,16.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.010282996
140,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,4.0,1.0,0.0,15.0,16.0,2.0,0.0,32.0,34.0,0.0625,0.0,0.9375,0.0588235294117647,0.0,0.9411764705882352,,,,,,,,,,,,0.054862686
694,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Outros,U,18.0,,,,,,,,,,,,,,,1.0,4.0,15.0,0.0,1.0,16.0,29.0,0.0,5.0,34.0,0.9375,0.0,0.0625,0.8529411764705882,0.0,0.1470588235294117,,,,,,,,,,,,0.8953148
771,116,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Outros,U,19.0,,,,,,,,,,,,,,,1.0,1.0,4.0,0.0,1.0,5.0,5.0,0.0,4.0,9.0,0.8,0.0,0.2,0.5555555555555556,0.0,0.4444444444444444,,,,,,,,,,,,0.0011182629
769,116,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,18.0,,,,,,,,,,,,,,,1.0,1.0,5.0,0.0,0.0,5.0,9.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.007894718
773,116,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Outros,U,20.0,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,3.0,5.0,5.0,0.0,4.0,9.0,0.4,0.0,0.6,0.5555555555555556,0.0,0.4444444444444444,,,,,,,,,,,,0.0033994946
770,116,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,17.0,,,,,,,,,,,,,,,1.0,1.0,5.0,0.0,0.0,5.0,7.0,0.0,2.0,9.0,1.0,0.0,0.0,0.7777777777777778,0.0,0.2222222222222222,,,,,,,,,,,,0.008737145
758,111,4,24,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,15.0,,,,,,,,,,,,,,,1.0,4.0,1.0,0.0,16.0,17.0,1.0,0.0,21.0,22.0,0.0588235294117647,0.0,0.9411764705882352,0.0454545454545454,0.0,0.9545454545454546,,,,,,,,,,,,0.003946923
755,111,4,24,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,15.0,,,,,,,,,,,,,,,1.0,4.0,0.0,0.0,17.0,17.0,1.0,0.0,21.0,22.0,0.0,0.0,1.0,0.0454545454545454,0.0,0.9545454545454546,,,,,,,,,,,,0.015115039
754,111,4,24,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,16.0,,,,,,,,,,,,,,,1.0,4.0,8.0,0.0,9.0,17.0,8.0,0.0,14.0,22.0,0.4705882352941176,0.0,0.5294117647058824,0.3636363636363636,0.0,0.6363636363636364,,,,,,,,,,,,0.20708014
753,111,4,24,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,17.0,,,,,,,,,,,,,,,1.0,4.0,8.0,0.0,9.0,17.0,9.0,0.0,13.0,22.0,0.4705882352941176,0.0,0.5294117647058824,0.4090909090909091,0.0,0.5909090909090909,,,,,,,,,,,,0.03523211
752,111,4,24,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pai,P,17.0,,,,,,,,,,,,,,,1.0,4.0,5.0,0.0,12.0,17.0,6.0,0.0,16.0,22.0,0.2941176470588235,0.0,0.7058823529411765,0.2727272727272727,0.0,0.7272727272727273,,,,,,,,,,,,0.030640142
756,111,4,24,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pai,P,15.0,,,,,,,,,,,,,,,1.0,4.0,11.0,0.0,6.0,17.0,15.0,0.0,7.0,22.0,0.6470588235294118,0.0,0.3529411764705882,0.6818181818181818,0.0,0.3181818181818182,,,,,,,,,,,,0.08614659
751,107,4,29,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,0.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,17.0,,,,,,,,,,,,,,,1.0,4.0,5.0,0.0,12.0,17.0,5.0,0.0,16.0,21.0,0.2941176470588235,0.0,0.7058823529411765,0.238095238095238,0.0,0.7619047619047619,,,,,,,,,,,,0.015542963
757,105,4,25,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,14.0,,,,,,,,,,,,,,,1.0,4.0,2.0,0.0,14.0,16.0,2.0,0.0,20.0,22.0,0.125,0.0,0.875,0.0909090909090909,0.0,0.9090909090909092,,,,,,,,,,,,0.0296711
780,75,4,8,202109,2020,2021-09-30 00:00:00,G,M,15.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,11.0,,,,,,,,,,,,,,,1.0,3.0,2.0,0.0,10.0,12.0,7.0,0.0,21.0,28.0,0.1666666666666666,0.0,0.8333333333333334,0.25,0.0,0.75,,,,,,,,,,,,0.02079305
781,104,4,11,202109,2020,2021-09-30 00:00:00,G,M,15.0,,True,1.0,False,A,,F,5.0,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,13.0,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0,12.0,12.0,2.0,0.0,25.0,27.0,0.0,0.0,1.0,0.074074074074074,0.0,0.925925925925926,,,,,,,,,,,,0.011963274
782,104,4,11,202109,2020,2021-09-30 00:00:00,G,M,15.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,12.0,,,,,,,,,,,,,,,1.0,3.0,11.0,0.0,1.0,12.0,17.0,0.0,10.0,27.0,0.9166666666666666,0.0,0.0833333333333333,0.6296296296296297,0.0,0.3703703703703703,,,,,,,,,,,,0.060221344
783,92,4,11,202109,2020,2021-09-30 00:00:00,G,N,15.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,13.0,,,,,,,,,,,,,,,1.0,3.0,7.0,0.0,5.0,12.0,16.0,0.0,11.0,27.0,0.5833333333333334,0.0,0.4166666666666667,0.5925925925925926,0.0,0.4074074074074074,,,,,,,,,,,,0.02062307
784,109,4,25,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pai,P,14.0,,,,,,,,,,,,,,,1.0,4.0,4.0,0.0,13.0,17.0,11.0,0.0,24.0,35.0,0.2352941176470588,0.0,0.7647058823529411,0.3142857142857143,0.0,0.6857142857142857,,,,,,,,,,,,0.06742357
785,105,4,25,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,13.0,,,,,,,,,,,,,,,1.0,4.0,0.0,0.0,16.0,16.0,0.0,0.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.014647665
676,122,4,2,202109,2020,2021-09-30 00:00:00,G,M,10.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,9.0,,,,,,,,,,,,,,,1.0,3.0,7.0,0.0,6.0,13.0,10.0,0.0,19.0,29.0,0.5384615384615384,0.0,0.4615384615384615,0.3448275862068966,0.0,0.6551724137931034,,,,,,,,,,,,0.03927355
399,71,4,8,202109,2020,2021-09-30 00:00:00,G,M,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,12.0,,,,,,,,,,,,,,,1.0,3.0,14.0,0.0,0.0,14.0,25.0,0.0,4.0,29.0,1.0,0.0,0.0,0.8620689655172413,0.0,0.1379310344827586,,,,,,,,,,,,0.12154894
401,71,4,8,202109,2020,2021-09-30 00:00:00,G,M,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,12.0,,,,,,,,,,,,,,,1.0,3.0,14.0,0.0,0.0,14.0,23.0,0.0,6.0,29.0,1.0,0.0,0.0,0.7931034482758621,0.0,0.2068965517241379,,,,,,,,,,,,0.019280054
471,73,4,8,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pai,P,10.0,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0,11.0,11.0,0.0,0.0,27.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0034831427
786,73,4,8,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,10.0,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0,11.0,11.0,0.0,1.0,26.0,27.0,0.0,0.0,1.0,0.0,0.037037037037037,0.9629629629629628,,,,,,,,,,,,0.001618636
787,75,4,8,202109,2020,2021-09-30 00:00:00,G,M,15.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,12.0,,,,,,,,,,,,,,,1.0,3.0,12.0,0.0,0.0,12.0,21.0,0.0,7.0,28.0,1.0,0.0,0.0,0.75,0.0,0.25,,,,,,,,,,,,0.014756798
788,77,4,8,202109,2020,2021-09-30 00:00:00,G,M,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,12.0,,,,,,,,,,,,,,,1.0,3.0,3.0,0.0,8.0,11.0,5.0,0.0,22.0,27.0,0.2727272727272727,0.0,0.7272727272727273,0.1851851851851851,0.0,0.8148148148148148,,,,,,,,,,,,0.018297067
789,95,4,15,202109,2020,2021-09-30 00:00:00,G,M,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,14.0,,,,,,,,,,,,,,,1.0,4.0,0.0,0.0,16.0,16.0,4.0,0.0,30.0,34.0,0.0,0.0,1.0,0.1176470588235294,0.0,0.8823529411764706,,,,,,,,,,,,0.021092633
772,116,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pai,P,22.0,,,,,,,,,,,,,,,1.0,1.0,5.0,0.0,0.0,5.0,9.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.04067973
774,116,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Outros,U,20.0,,,,,,,,,,,,,,,1.0,1.0,5.0,0.0,0.0,5.0,9.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.00087944156
790,77,4,8,202109,2020,2021-09-30 00:00:00,G,M,15.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,10.0,,,,,,,,,,,,,,,1.0,3.0,9.0,0.0,2.0,11.0,18.0,0.0,9.0,27.0,0.8181818181818182,0.0,0.1818181818181818,0.6666666666666666,0.0,0.3333333333333333,,,,,,,,,,,,0.37373856
352,90,4,15,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,14.0,,,,,,,,,,,,,,,1.0,4.0,0.0,0.0,13.0,13.0,2.0,0.0,29.0,31.0,0.0,0.0,1.0,0.064516129032258,0.0,0.935483870967742,,,,,,,,,,,,0.017869899
792,52,4,8,202110,2020,2021-10-31 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,9.0,,,,,,,,,,,,,,,1.0,3.0,9.0,0.0,0.0,9.0,28.0,0.0,8.0,36.0,1.0,0.0,0.0,0.7777777777777778,0.0,0.2222222222222222,,,,,,,,,,,,0.20225742
793,114,4,24,202110,2020,2021-10-31 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,15.0,,,,,,,,,,,,,,,1.0,4.0,8.0,0.0,4.0,12.0,18.0,0.0,7.0,25.0,0.6666666666666666,0.0,0.3333333333333333,0.72,0.0,0.28,,,,,,,,,,,,0.069936775
794,231,4,29,202110,2020,2021-10-31 00:00:00,G,Z,15.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Outros,U,18.0,,,,,,,,,,,,,,,1.0,4.0,11.0,0.0,1.0,12.0,20.0,0.0,6.0,26.0,0.9166666666666666,0.0,0.0833333333333333,0.7692307692307693,0.0,0.2307692307692307,,,,,,,,,,,,0.019428575
796,63,4,11,202110,2020,2021-10-31 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,10.0,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,7.0,9.0,3.0,1.0,32.0,36.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.0833333333333333,0.0277777777777777,0.8888888888888888,,,,,,,,,,,,0.013424294
624,127,4,2,202109,2020,2021-09-30 00:00:00,G,M,10.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,8.0,,,,,,,,,,,,,,,2.0,3.0,0.0,0.0,12.0,12.0,0.0,0.0,21.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0031147033
628,127,4,2,202109,2020,2021-09-30 00:00:00,G,M,10.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,10.0,,,,,,,,,,,,,,,2.0,3.0,2.0,0.0,10.0,12.0,4.0,0.0,17.0,21.0,0.1666666666666666,0.0,0.8333333333333334,0.1904761904761904,0.0,0.8095238095238095,,,,,,,,,,,,0.046805732
